,a_user_id,b_user_id
147161,2434,2441
147163,2434,2441
147166,2434,2437
147179,2430,2434
147181,2430,2434
147184,2434,2437
147189,2434,2437
147195,2434,2437
147204,2434,2437
147205,2434,2437
147208,2430,2434
147210,2430,2434
147213,2434,2437
147217,2434,2437
147218,2434,2437
147221,2434,2437
147222,2434,2437
147225,2434,2441
147227,2434,2441
147230,2434,2437
147234,2434,2441
147236,2434,2441
147239,2434,2437
147243,2434,2441
147245,2434,2441
147248,2434,2437
147252,2434,2441
147254,2434,2441
147257,2434,2437
147261,2430,2434
147263,2430,2434
147266,2434,2437
147270,2430,2434
147272,2430,2434
147275,2434,2441
147279,2434,2441
147280,2434,2441
147283,2434,2441
147284,2434,2441
147287,2434,2441
147288,2434,2441
147291,2434,2444
147292,2434,2444
147295,2430,2434
147297,2430,2434
147300,2434,2441
147304,2434,2441
147305,2434,2441
147308,2434,2441
147309,2434,2441
147312,2434,2441
147314,2434,2441
147317,2434,2437
147321,2434,2441
147323,2434,2441
147326,2434,2437
147330,2434,2441
147332,2434,2441
147335,2434,2437
147339,2434,2441
147340,2434,2441
147343,2434,2441
147345,2434,2441
147348,2434,2437
147352,2434,2444
147353,2434,2444
147356,2428,2434
147357,2428,2434
147360,2434,2444
147361,2434,2444
147364,2428,2434
147365,2428,2434
147368,2428,2434
147369,2428,2434
147372,2434,2444
147373,2434,2444
147376,2434,2441
147377,2434,2441
147387,2446,2447
147388,2446,2447
147391,777,2447
147392,777,2447
147395,2440,2447
147397,2440,2447
147404,2446,2447
147405,2446,2447
147410,2440,2447
147411,2440,2447
147414,2440,2447
147415,2440,2447
147418,2440,2447
147419,2440,2447
147422,2440,2447
147423,2440,2447
147426,2440,2447
147427,2440,2447
147434,777,2447
147435,777,2447
147446,2440,2447
147450,2440,2447
147459,2446,2447
147460,2446,2447
147465,2440,2447
147466,2440,2447
147469,2440,2447
147470,2440,2447
147473,2440,2447
147474,2440,2447
147478,2440,2447
147479,2440,2447
147482,2440,2447
147483,2440,2447
147486,2446,2447
147487,2446,2447
147666,513,980
147667,513,980
147674,513,866
147675,513,866
147706,513,980
147707,513,980
147737,2576,3941
147738,2576,3941
147742,2576,3941
147743,2576,3941
147754,2576,3941
147755,2576,3941
147762,2576,3941
147763,2576,3941
147771,2576,3941
147772,2576,3941
147783,2576,3941
147784,2576,3941
147815,2410,2445
147816,2410,2445
147819,2410,2445
147820,2410,2445
147833,2410,2445
147834,2410,2445
147839,2410,2445
147840,2410,2445
147848,118,2454
147849,118,2454
147854,118,2454
147855,118,2454
147865,118,2454
147869,118,2454
147890,118,3416
147891,118,3416
147906,118,2454
147907,118,2454
147910,118,3415
147912,118,3415
147915,118,3416
147922,118,3416
147923,118,3416
147927,118,2454
147928,118,2454
147931,118,2454
147932,118,2454
147939,118,3415
147949,118,3415
147961,118,3416
148022,118,2454
148023,118,2454
148026,118,2454
148027,118,2454
148030,118,2454
148031,118,2454
148034,118,2454
148035,118,2454
148038,118,2454
148039,118,2454
148328,2510,2516
148329,2510,2516
148333,2510,2516
148334,2510,2516
148338,2510,2516
148339,2510,2516
148347,2510,2516
148348,2510,2516
148353,2510,2516
148354,2510,2516
148358,2510,2516
148359,2510,2516
148362,2510,2516
148363,2510,2516
148366,2510,2516
148367,2510,2516
148370,2510,2516
148371,2510,2516
148675,2590,2597
148678,2590,2597
148682,2590,2598
148686,2590,2599
148691,2590,2597
148694,2590,2597
148698,2590,2598
148702,2590,2599
148707,2590,2619
148708,2590,2619
148711,2590,2597
148714,2590,2597
148718,2590,2598
148722,2590,2599
148727,2590,2597
148730,2590,2597
148734,2590,2598
148738,2590,2599
148743,2590,2597
148746,2590,2597
148750,2590,2598
148754,2590,2599
148759,2590,2619
148760,2590,2619
148763,201,2595
148764,201,2595
148767,921,2595
148768,921,2595
148771,921,2595
148772,921,2595
148775,921,2595
148777,921,2595
148784,1174,2595
148785,1174,2595
148788,1738,2595
148789,1738,2595
148792,1738,2595
148794,1738,2595
148801,2592,2595
148803,2592,2595
148806,2595,2619
148810,2592,2595
148812,2592,2595
148815,2595,2619
148819,2593,2595
148820,2593,2595
148823,2593,2595
148824,2593,2595
148827,2593,2595
148828,2593,2595
148831,2593,2595
148832,2593,2595
148835,2593,2595
148836,2593,2595
148839,2593,2595
148840,2593,2595
148843,2593,2595
148844,2593,2595
148853,1174,2595
148854,1174,2595
148861,201,2595
148862,201,2595
148876,921,2595
148877,921,2595
148880,2595,2619
148881,2595,2619
148887,921,2595
148888,921,2595
148891,2595,2619
148892,2595,2619
148900,2595,2619
148901,2595,2619
148919,921,2595
148920,921,2595
148925,2595,2619
148926,2595,2619
148935,2595,2619
148936,2595,2619
148946,113,2595
148947,113,2595
148951,113,2595
148952,113,2595
148955,2592,2595
148957,2592,2595
148960,2595,2619
148974,2595,2619
148975,2595,2619
148978,2592,2595
148980,2592,2595
148983,2595,2619
148987,2595,2619
148988,2595,2619
148996,2595,2619
148997,2595,2619
149000,2595,2619
149001,2595,2619
149004,2595,2619
149005,2595,2619
149008,2593,2595
149009,2593,2595
149012,2595,2619
149013,2595,2619
149016,1738,2595
149017,1738,2595
149020,1738,2595
149021,1738,2595
149024,2593,2595
149025,2593,2595
149028,2593,2595
149029,2593,2595
149032,2595,2619
149033,2595,2619
149036,2595,2619
149037,2595,2619
149040,2593,2595
149041,2593,2595
149044,2593,2595
149045,2593,2595
149048,2593,2595
149049,2593,2595
149052,2593,2595
149053,2593,2595
149059,2595,2619
149060,2595,2619
149068,2595,2619
149069,2595,2619
149072,2595,2619
149073,2595,2619
149076,2595,2619
149077,2595,2619
149080,2595,2619
149081,2595,2619
149084,2595,2619
149085,2595,2619
149088,2592,2595
149090,2592,2595
149093,2595,2619
149098,2595,2619
149099,2595,2619
149102,2592,2595
149104,2592,2595
149107,2595,2619
149111,2595,2619
149112,2595,2619
149119,2595,2619
149120,2595,2619
149123,2595,2619
149124,2595,2619
149127,2595,2619
149128,2595,2619
149131,2593,2595
149132,2593,2595
149135,2595,2619
149136,2595,2619
149139,2593,2595
149140,2593,2595
149143,2593,2595
149144,2593,2595
149147,2595,2619
149148,2595,2619
149151,2595,2619
149152,2595,2619
149155,2593,2595
149156,2593,2595
149159,2593,2595
149160,2593,2595
149163,2593,2595
149164,2593,2595
149167,2593,2595
149168,2593,2595
149171,2595,2619
149172,2595,2619
149176,2597,2598
149178,2597,2598
149181,2597,2599
149186,501,2597
149187,501,2597
149190,2597,2598
149192,2597,2598
149195,2597,2599
149212,2597,2599
149213,2597,2599
149218,2597,2614
149219,2597,2614
149222,2597,2614
149223,2597,2614
149233,2597,2598
149235,2597,2598
149238,2597,3911
149247,2597,2599
149248,2597,2599
149251,2597,2598
149253,2597,2598
149256,2597,2599
149260,2597,2598
149262,2597,2598
149265,2597,3911
149269,2597,2598
149271,2597,2598
149274,2597,2599
149278,2597,2599
149279,2597,2599
149284,2597,2599
149285,2597,2599
149288,2597,2599
149289,2597,2599
149293,2597,2598
149295,2597,2598
149298,2597,3911
149302,2597,2598
149304,2597,2598
149307,2597,3911
149311,2597,2598
149313,2597,2598
149316,2597,2599
149320,2597,2598
149322,2597,2598
149325,2597,3911
149329,2597,2599
149330,2597,2599
149333,2597,2598
149335,2597,2598
149338,2597,3911
149344,2597,2598
149346,2597,2598
149349,2597,3911
149353,2597,2599
149354,2597,2599
149358,2597,2598
149364,2597,2598
149368,2597,3911
149373,2597,2598
149375,2597,2598
149378,2597,3911
149382,2597,2599
149383,2597,2599
149387,2597,2598
149389,2597,2598
149392,2597,3911
149398,2597,2598
149400,2597,2598
149403,2597,3911
149407,2597,2598
149408,2597,2598
149411,2597,2599
149412,2597,2599
149415,2597,2598
149417,2597,2598
149420,2597,3911
149426,2597,2598
149427,2597,2598
149430,2597,2598
149432,2597,2598
149435,2597,3911
149439,2597,2598
149441,2597,2598
149444,2597,3911
149450,2597,2599
149451,2597,2599
149456,2597,2599
149457,2597,2599
149461,2597,2599
149462,2597,2599
149465,2597,2599
149466,2597,2599
149474,2597,2599
149475,2597,2599
149479,2597,2599
149480,2597,2599
149486,2597,2599
149487,2597,2599
149494,501,2597
149495,501,2597
149544,2597,2614
149545,2597,2614
149548,2597,2614
149549,2597,2614
149552,2598,3911
149553,2598,3911
149556,2598,3911
149557,2598,3911
149568,2598,3911
149569,2598,3911
149573,2598,3911
149574,2598,3911
149577,2598,3911
149578,2598,3911
149581,2598,3911
149582,2598,3911
149586,2598,3911
149587,2598,3911
149592,2598,3911
149593,2598,3911
149599,2598,3911
149600,2598,3911
149603,2598,3911
149604,2598,3911
149608,2598,3911
149609,2598,3911
149612,2598,3911
149613,2598,3911
149616,2598,3911
149617,2598,3911
149620,2598,3911
149621,2598,3911
149625,2598,3911
149626,2598,3911
149629,2598,3911
149630,2598,3911
149634,2593,2599
149635,2593,2599
149640,2599,2611
149641,2599,2611
149650,2599,2611
149651,2599,2611
149656,2599,2611
149657,2599,2611
149660,2599,2611
149661,2599,2611
149683,2599,2611
149684,2599,2611
149687,2599,2611
149688,2599,2611
149691,2599,2611
149692,2599,2611
149695,2599,2611
149696,2599,2611
149700,2589,2619
149701,2589,2619
149704,2589,2593
149706,2589,2593
149709,2589,2619
149714,2589,2619
149715,2589,2619
149718,2589,2593
149720,2589,2593
149723,2589,2619
149728,2593,2594
149730,2593,2594
149733,2591,2593
149737,2593,2882
149739,2593,2882
149742,113,2593
149746,2593,2882
149748,2593,2882
149751,113,2593
149755,2593,2882
149757,2593,2882
149760,113,2593
149764,2593,2882
149766,2593,2882
149769,113,2593
149774,2593,2882
149776,2593,2882
149779,113,2593
149783,2593,2594
149788,2593,2594
149800,2591,2593
149812,2593,2596
149819,2593,2594
149821,2593,2594
149824,2591,2593
149828,2592,2593
149829,2592,2593
149832,2592,2593
149833,2592,2593
149836,2593,2594
149838,2593,2594
149841,2591,2593
149846,2593,2594
149848,2593,2594
149851,2591,2593
149856,2592,2593
149857,2592,2593
149860,2592,2593
149861,2592,2593
149865,2593,2594
149869,2593,2594
149884,2591,2593
149890,2593,2594
149892,2593,2594
149895,2591,2593
149899,2593,2594
149901,2593,2594
149904,2591,2593
149908,2593,2594
149910,2593,2594
149913,2591,2593
149917,2593,2594
149919,2593,2594
149922,2591,2593
149926,2593,2882
149928,2593,2882
149931,113,2593
149936,2592,2619
149937,2592,2619
149940,2592,2619
149941,2592,2619
149944,2592,2619
149945,2592,2619
149948,2592,2619
149949,2592,2619
149953,2592,2619
149954,2592,2619
149958,2592,2619
149959,2592,2619
149962,2592,2619
149963,2592,2619
149966,2592,2619
149967,2592,2619
149970,2592,2619
149971,2592,2619
149975,2594,2596
149976,2594,2596
149998,2591,2594
150006,2591,2594
150011,2594,2596
150034,2594,2596
150035,2594,2596
150041,2594,2596
150042,2594,2596
150065,2591,2594
150073,2591,2594
150078,2594,2596
150089,2594,2596
150090,2594,2596
150093,2594,2596
150094,2594,2596
150101,2591,2596
150102,2591,2596
150105,2591,2596
150106,2591,2596
150132,2622,2632
150133,2622,2632
150243,2622,2632
150244,2622,2632
150363,2632,2701
150364,2632,2701
150367,2632,2701
150368,2632,2701
150372,2630,2656
150374,2630,2656
150377,2630,2651
150381,2630,2651
150382,2630,2651
150387,2630,2656
150411,2630,2656
150438,2630,2651
150468,2630,2638
150472,2630,2638
150480,2630,2651
150481,2630,2651
150485,2630,2651
150486,2630,2651
150491,2630,2656
150493,2630,2656
150496,2630,2651
150500,2630,2651
150501,2630,2651
150506,2630,2656
150530,2630,2656
150557,2630,2651
150587,2630,2638
150591,2630,2638
150599,2630,2651
150600,2630,2651
150604,2630,2651
150605,2630,2651
150610,2630,2656
150612,2630,2656
150615,2630,2651
150619,2630,2651
150620,2630,2651
150625,2630,2656
150649,2630,2656
150676,2630,2651
150706,2630,2638
150710,2630,2638
150718,2630,2651
150719,2630,2651
150723,2630,2651
150724,2630,2651
150729,2630,2656
150731,2630,2656
150734,2630,2651
150738,2630,2651
150739,2630,2651
150744,2630,2656
150768,2630,2656
150795,2630,2651
150825,2630,2638
150829,2630,2638
150837,2630,2651
150838,2630,2651
150842,2630,2651
150843,2630,2651
150848,2630,2656
150850,2630,2656
150853,2630,2651
150857,2630,2651
150858,2630,2651
150863,2630,2656
150887,2630,2656
150914,2630,2651
150944,2630,2638
150948,2630,2638
150956,2630,2651
150957,2630,2651
150961,2630,2651
150962,2630,2651
150967,2630,2656
150969,2630,2656
150972,2630,2651
150976,2630,2651
150977,2630,2651
150982,2630,2656
151006,2630,2656
151033,2630,2651
151063,2630,2638
151067,2630,2638
151075,2630,2651
151076,2630,2651
151080,2630,2651
151081,2630,2651
151086,2630,2656
151088,2630,2656
151091,2630,2651
151095,2630,2651
151096,2630,2651
151101,2630,2656
151125,2630,2656
151152,2630,2651
151182,2630,2638
151186,2630,2638
151194,2630,2651
151195,2630,2651
151199,2630,2651
151200,2630,2651
151205,2630,2656
151207,2630,2656
151210,2630,2651
151214,2630,2651
151215,2630,2651
151220,2630,2656
151244,2630,2656
151271,2630,2651
151301,2630,2638
151305,2630,2638
151313,2630,2651
151314,2630,2651
151318,2630,2651
151319,2630,2651
151323,2630,2638
151324,2630,2638
151327,2630,2638
151328,2630,2638
151331,2630,2638
151332,2630,2638
151335,2630,2638
151336,2630,2638
151339,2630,2656
151341,2630,2656
151344,2630,2651
151350,2630,2656
151374,2630,2656
151401,2630,2651
151429,2630,2651
151430,2630,2651
151433,2630,2651
151434,2630,2651
151437,2630,2651
151438,2630,2651
151441,2630,2651
151442,2630,2651
151445,2630,2651
151446,2630,2651
151453,2630,2656
151455,2630,2656
151458,2630,2651
151464,2630,2656
151488,2630,2656
151515,2630,2651
151543,2630,2693
151544,2630,2693
151547,2630,2693
151548,2630,2693
151551,2630,2693
151552,2630,2693
151555,2630,2693
151556,2630,2693
151559,2630,2956
151560,2630,2956
151563,2630,2956
151564,2630,2956
151567,2630,2956
151568,2630,2956
151571,2639,2643
151574,2639,2643
151578,2639,2640
151582,2622,2639
151587,2639,2643
151590,2639,2643
151594,2639,2640
151598,2622,2639
151603,2639,2643
151606,2639,2643
151610,2639,2640
151614,2622,2639
151619,2639,2643
151622,2639,2643
151626,2639,2640
151630,2622,2639
151635,2639,2643
151638,2639,2643
151642,2639,2640
151646,2622,2639
151651,2639,2643
151654,2639,2643
151658,2639,2640
151662,2622,2639
151667,2622,2643
151668,2622,2643
151671,2622,2643
151673,2622,2643
151676,2643,2700
151680,2622,2643
151682,2622,2643
151685,2643,2700
151690,2622,2643
151691,2622,2643
151694,2622,2643
151696,2622,2643
151699,2643,2700
151703,2622,2643
151704,2622,2643
151707,2622,2643
151708,2622,2643
151711,2622,2643
151712,2622,2643
151715,2640,2643
151717,2640,2643
151720,2643,2700
151724,2622,2643
151726,2622,2643
151729,2643,2700
151733,2622,2643
151735,2622,2643
151738,2643,2700
151742,2622,2643
151743,2622,2643
151746,2622,2643
151747,2622,2643
151751,2622,2643
151753,2622,2643
151756,2643,2678
151760,2622,2643
151762,2622,2643
151765,2643,2700
151769,2622,2643
151771,2622,2643
151774,2643,2700
151778,2622,2643
151779,2622,2643
151782,2622,2643
151783,2622,2643
151786,2622,2643
151788,2622,2643
151791,2643,2700
151795,2640,2643
151797,2640,2643
151800,2622,2643
151805,2622,2643
151811,2622,2643
151820,2622,2643
151821,2622,2643
151824,2622,2643
151825,2622,2643
151828,2640,2643
151830,2640,2643
151833,2622,2643
151837,2622,2643
151839,2622,2643
151842,2643,2648
151846,2622,2643
151847,2622,2643
151850,2622,2643
151851,2622,2643
151854,2640,2643
151857,2640,2643
151861,2622,2643
151865,2643,2700
151870,2640,2643
151872,2640,2643
151875,2622,2643
151879,2622,2643
151880,2622,2643
151883,2622,2643
151885,2622,2643
151892,2622,2643
151893,2622,2643
151896,2640,2643
151899,2640,2643
151903,2622,2643
151907,2643,2700
151912,2640,2643
151915,2640,2643
151919,2622,2643
151923,2643,2700
151928,2622,2643
151929,2622,2643
151932,2622,2643
151933,2622,2643
151936,2622,2643
151939,2622,2643
151947,2643,2678
151952,2640,2643
151953,2640,2643
151956,2640,2643
151959,2640,2643
151963,2622,2643
151967,2643,2648
151972,2640,2643
151975,2640,2643
151979,2622,2643
151983,2643,2700
151988,2622,2643
151989,2622,2643
151992,2640,2643
151995,2640,2643
151999,2622,2643
152003,2643,2700
152008,2622,2643
152010,2622,2643
152013,2643,2678
152017,2640,2643
152020,2640,2643
152024,2622,2643
152028,2643,2648
152033,2622,2643
152035,2622,2643
152038,2643,2678
152042,2640,2643
152044,2640,2643
152047,2622,2643
152051,2622,2643
152053,2622,2643
152056,2643,2678
152060,2622,2643
152061,2622,2643
152065,2640,2643
152071,2640,2643
152075,2622,2643
152080,2622,2643
152082,2622,2643
152085,2643,2678
152089,2622,2643
152091,2622,2643
152094,2643,2678
152098,2640,2643
152102,2640,2643
152107,2622,2643
152117,2643,2678
152123,2622,2643
152124,2622,2643
152127,2640,2643
152129,2640,2643
152132,2622,2643
152136,2622,2643
152137,2622,2643
152140,2640,2643
152142,2640,2643
152145,2622,2643
152149,2622,2643
152150,2622,2643
152153,2622,2643
152154,2622,2643
152157,2640,2643
152159,2640,2643
152162,2622,2643
152166,2622,2643
152168,2622,2643
152171,2643,2678
152175,2640,2643
152177,2640,2643
152180,2622,2643
152184,2622,2643
152185,2622,2643
152188,2622,2643
152189,2622,2643
152192,2622,2643
152193,2622,2643
152196,2622,2643
152197,2622,2643
152200,2622,2643
152201,2622,2643
152204,2622,2643
152206,2622,2643
152209,2643,2678
152213,2622,2643
152214,2622,2643
152217,2622,2643
152218,2622,2643
152221,2622,2643
152222,2622,2643
152225,2622,2643
152227,2622,2643
152230,2643,2678
152234,2622,2643
152235,2622,2643
152238,2622,2643
152239,2622,2643
152242,2622,2643
152243,2622,2643
152246,2622,2643
152247,2622,2643
152250,2622,2643
152251,2622,2643
152254,2622,2643
152255,2622,2643
152258,2622,2643
152259,2622,2643
152262,2622,2643
152263,2622,2643
152266,2622,2643
152268,2622,2643
152275,2622,2643
152276,2622,2643
152279,2622,2643
152280,2622,2643
152283,2622,2643
152284,2622,2643
152287,2622,2643
152288,2622,2643
152291,2622,2643
152292,2622,2643
152295,2622,2643
152296,2622,2643
152299,2622,2643
152300,2622,2643
152303,2622,2643
152304,2622,2643
152307,2622,2643
152308,2622,2643
152311,2622,2643
152312,2622,2643
152315,2622,2643
152316,2622,2643
152319,2622,2643
152320,2622,2643
152323,2622,2643
152324,2622,2643
152327,2622,2643
152328,2622,2643
152331,2622,2643
152332,2622,2643
152335,2622,2643
152336,2622,2643
152339,2622,2643
152340,2622,2643
152343,2622,2643
152344,2622,2643
152347,2622,2643
152348,2622,2643
152351,2622,2643
152352,2622,2643
152355,2622,2643
152356,2622,2643
152359,2622,2643
152360,2622,2643
152363,2622,2643
152364,2622,2643
152367,2622,2643
152368,2622,2643
152371,2622,2643
152372,2622,2643
152375,2622,2643
152376,2622,2643
152379,2622,2643
152380,2622,2643
152383,2622,2643
152384,2622,2643
152387,2622,2643
152388,2622,2643
152391,2622,2643
152392,2622,2643
152395,2640,2643
152398,2640,2643
152402,2622,2643
152406,2643,2700
152411,2640,2643
152414,2640,2643
152418,2622,2643
152422,2643,2700
152427,2622,2643
152428,2622,2643
152432,2640,2643
152434,2640,2643
152437,2643,2700
152441,2622,2643
152442,2622,2643
152445,2622,2643
152446,2622,2643
152449,2640,2643
152451,2640,2643
152454,2622,2643
152459,2640,2643
152469,2640,2643
152475,2622,2643
152495,2622,2643
152496,2622,2643
152499,2622,2643
152500,2622,2643
152503,2640,2643
152505,2640,2643
152508,2622,2643
152512,2622,2643
152514,2622,2643
152517,2643,2648
152521,2640,2643
152524,2640,2643
152528,2622,2643
152532,2643,2700
152537,2640,2643
152539,2640,2643
152542,2622,2643
152546,2622,2643
152547,2622,2643
152550,2622,2643
152551,2622,2643
152554,2640,2643
152557,2640,2643
152561,2622,2643
152565,2643,2700
152570,2640,2643
152573,2640,2643
152577,2622,2643
152581,2643,2700
152586,2622,2643
152587,2622,2643
152590,2640,2643
152591,2640,2643
152594,2640,2643
152597,2640,2643
152601,2622,2643
152605,2643,2648
152610,2640,2643
152613,2640,2643
152617,2622,2643
152621,2643,2700
152626,2640,2643
152629,2640,2643
152633,2622,2643
152637,2643,2700
152642,2640,2643
152645,2640,2643
152649,2622,2643
152653,2643,2648
152659,2640,2643
152667,2640,2643
152677,2622,2643
152683,2640,2643
152685,2640,2643
152688,2622,2643
152692,2640,2643
152694,2640,2643
152697,2622,2643
152701,2640,2643
152703,2640,2643
152706,2622,2643
152710,2622,2643
152711,2622,2643
152714,2640,2643
152716,2640,2643
152719,2622,2643
152723,2640,2643
152725,2640,2643
152728,2622,2643
152732,2622,2643
152733,2622,2643
152736,2622,2643
152737,2622,2643
152740,2622,2643
152741,2622,2643
152744,2622,2643
152746,2622,2643
152749,2643,2700
152753,2622,2643
152755,2622,2643
152758,2643,2700
152763,2622,2643
152764,2622,2643
152767,2622,2643
152769,2622,2643
152772,2643,2700
152776,2622,2643
152777,2622,2643
152780,2622,2643
152781,2622,2643
152784,2622,2643
152785,2622,2643
152788,2640,2643
152790,2640,2643
152793,2643,2700
152797,2622,2643
152799,2622,2643
152802,2643,2700
152807,2622,2643
152809,2622,2643
152812,2643,2700
152817,2622,2643
152818,2622,2643
152821,2622,2643
152822,2622,2643
152826,2622,2643
152828,2622,2643
152831,2643,2678
152835,2622,2643
152837,2622,2643
152840,2643,2700
152844,2622,2643
152846,2622,2643
152849,2643,2700
152853,2622,2643
152854,2622,2643
152857,2622,2643
152858,2622,2643
152862,2622,2643
152864,2622,2643
152867,2643,2700
152871,2640,2643
152873,2640,2643
152876,2622,2643
152881,2622,2643
152887,2622,2643
152897,2622,2643
152898,2622,2643
152901,2622,2643
152902,2622,2643
152905,2640,2643
152907,2640,2643
152910,2622,2643
152914,2622,2643
152916,2622,2643
152919,2643,2648
152923,2622,2643
152924,2622,2643
152927,2622,2643
152928,2622,2643
152931,2640,2643
152934,2640,2643
152938,2622,2643
152942,2643,2700
152947,2640,2643
152949,2640,2643
152952,2622,2643
152956,2622,2643
152957,2622,2643
152960,2622,2643
152961,2622,2643
152964,2622,2643
152965,2622,2643
152968,2640,2643
152971,2640,2643
152975,2622,2643
152979,2643,2700
152984,2640,2643
152987,2640,2643
152991,2622,2643
152995,2643,2700
153001,2622,2643
153002,2622,2643
153005,2622,2643
153006,2622,2643
153009,2622,2643
153011,2622,2643
153014,2643,2678
153019,2640,2643
153020,2640,2643
153023,2640,2643
153026,2640,2643
153030,2622,2643
153034,2643,2648
153039,2640,2643
153042,2640,2643
153046,2622,2643
153050,2643,2700
153055,2622,2643
153056,2622,2643
153059,2640,2643
153062,2640,2643
153066,2622,2643
153070,2643,2700
153075,2622,2643
153077,2622,2643
153080,2643,2678
153085,2640,2643
153088,2640,2643
153092,2622,2643
153096,2643,2648
153101,2622,2643
153103,2622,2643
153106,2643,2678
153110,2640,2643
153112,2640,2643
153115,2622,2643
153119,2622,2643
153121,2622,2643
153124,2643,2678
153128,2622,2643
153129,2622,2643
153133,2640,2643
153139,2640,2643
153143,2622,2643
153148,2622,2643
153150,2622,2643
153153,2643,2678
153157,2622,2643
153159,2622,2643
153162,2643,2678
153166,2640,2643
153168,2640,2643
153171,2622,2643
153175,2622,2643
153176,2622,2643
153179,2640,2643
153181,2640,2643
153184,2622,2643
153188,2622,2643
153189,2622,2643
153192,2640,2643
153194,2640,2643
153197,2622,2643
153201,2622,2643
153202,2622,2643
153205,2622,2643
153206,2622,2643
153209,2640,2643
153211,2640,2643
153214,2622,2643
153218,2622,2643
153220,2622,2643
153223,2643,2678
153227,2640,2643
153229,2640,2643
153232,2622,2643
153236,2622,2643
153237,2622,2643
153240,2622,2643
153241,2622,2643
153244,2622,2643
153245,2622,2643
153248,2622,2643
153249,2622,2643
153252,2622,2643
153253,2622,2643
153256,2622,2643
153258,2622,2643
153261,2643,2678
153265,2622,2643
153266,2622,2643
153269,2622,2643
153270,2622,2643
153273,2622,2643
153274,2622,2643
153277,2622,2643
153279,2622,2643
153282,2643,2678
153286,2622,2643
153287,2622,2643
153290,2622,2643
153291,2622,2643
153294,2622,2643
153295,2622,2643
153298,2622,2643
153299,2622,2643
153302,2622,2643
153303,2622,2643
153306,2622,2643
153307,2622,2643
153310,2622,2643
153311,2622,2643
153315,2622,2643
153321,2622,2643
153330,2622,2643
153331,2622,2643
153334,2622,2643
153335,2622,2643
153338,2622,2643
153339,2622,2643
153342,2622,2643
153343,2622,2643
153346,2622,2643
153347,2622,2643
153350,2622,2643
153351,2622,2643
153354,2622,2643
153355,2622,2643
153358,2622,2643
153359,2622,2643
153362,2622,2643
153363,2622,2643
153366,2622,2643
153367,2622,2643
153370,2622,2643
153371,2622,2643
153374,2622,2643
153375,2622,2643
153378,2622,2643
153379,2622,2643
153382,2622,2643
153383,2622,2643
153386,2622,2643
153387,2622,2643
153390,2622,2643
153391,2622,2643
153394,2622,2643
153395,2622,2643
153398,2622,2643
153399,2622,2643
153402,2622,2643
153403,2622,2643
153406,2622,2643
153407,2622,2643
153410,2622,2643
153411,2622,2643
153414,2622,2643
153415,2622,2643
153418,2622,2643
153419,2622,2643
153422,2622,2643
153423,2622,2643
153426,2622,2643
153427,2622,2643
153430,2622,2643
153431,2622,2643
153434,2622,2643
153435,2622,2643
153438,2622,2643
153439,2622,2643
153442,2622,2643
153443,2622,2643
153447,2622,2643
153448,2622,2643
153451,2622,2643
153453,2622,2643
153456,2643,2678
153460,2622,2643
153462,2622,2643
153465,2643,2678
153469,2622,2643
153471,2622,2643
153474,2643,2678
153478,2622,2643
153480,2622,2643
153483,2643,2678
153487,2622,2643
153489,2622,2643
153492,2643,2678
153496,2622,2643
153498,2622,2643
153501,2643,2678
153505,2622,2643
153509,2622,2643
153519,2643,2678
153530,2622,2643
153532,2622,2643
153535,2643,2678
153539,2622,2643
153541,2622,2643
153544,2643,2678
153548,2622,2643
153550,2622,2643
153553,2643,2678
153557,2622,2643
153559,2622,2643
153562,2643,2700
153566,2622,2643
153568,2622,2643
153571,2643,2700
153576,2622,2643
153578,2622,2643
153581,2643,2700
153585,2622,2643
153586,2622,2643
153589,2640,2643
153591,2640,2643
153594,2643,2700
153598,2622,2643
153600,2622,2643
153603,2643,2700
153607,2622,2643
153609,2622,2643
153612,2643,2700
153616,2622,2643
153618,2622,2643
153621,2643,2700
153625,2622,2643
153627,2622,2643
153630,2643,2700
153634,2622,2643
153636,2622,2643
153639,2643,2700
153643,2640,2643
153646,2640,2643
153650,2622,2643
153654,2643,2700
153659,2640,2643
153662,2640,2643
153666,2622,2643
153670,2643,2700
153675,2640,2643
153678,2640,2643
153682,2622,2643
153686,2643,2700
153691,2640,2643
153694,2640,2643
153698,2622,2643
153702,2643,2700
153707,2640,2643
153710,2640,2643
153714,2622,2643
153718,2643,2700
153723,2622,2640
153724,2622,2640
153727,2622,2640
153729,2622,2640
153732,2640,2700
153736,2622,2640
153737,2622,2640
153740,2622,2640
153741,2622,2640
153744,2622,2640
153746,2622,2640
153749,2640,2700
153757,2622,2640
153759,2622,2640
153762,2640,2700
153766,2622,2640
153767,2622,2640
153770,2622,2640
153772,2622,2640
153775,2640,2700
153779,2620,2622
153780,2620,2622
153783,2622,2700
153784,2622,2700
153801,2622,2700
153802,2622,2700
153809,2622,2700
153810,2622,2700
153815,2622,2700
153819,2622,2700
153829,2622,2678
153830,2622,2678
153837,2622,2678
153838,2622,2678
153846,2622,2700
153847,2622,2700
153861,2622,2678
153862,2622,2678
153870,2620,2622
153871,2620,2622
153920,2622,2679
153921,2622,2679
153932,2622,2678
153933,2622,2678
153938,2622,2660
153939,2622,2660
153949,2622,2679
153950,2622,2679
153964,2622,2679
153965,2622,2679
